City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Vaitape,PF,-16.5167,-151.75,80.69,75,99,11.39,light rain
345,Dargaville,NZ,-35.9333,173.8833,71.58,93,97,6.91,overcast clouds
346,Irtyshskiy,RU,58.3333,68.1333,0.21,94,6,9.26,clear sky
347,Gravdal,NO,68.1214,13.5031,35.49,64,75,25.32,broken clouds
348,Stromness,GB,58.965,-3.296,39.45,60,100,29.89,overcast clouds
349,Verkhoyansk,RU,67.5447,133.385,-39.89,100,91,1.57,overcast clouds
350,Dalmeny,CA,52.3334,-106.7679,39.9,81,75,17.27,broken clouds
351,Leonidovo,RU,49.2833,142.8667,5.67,95,28,4.72,scattered clouds
352,Taltal,CL,-25.4,-70.4833,69.31,69,3,6.87,clear sky
353,Arman,RU,59.7,150.1667,-9.44,77,96,7.45,overcast clouds
354,Khuzdar,PK,27.7384,66.6434,56.44,18,0,6.87,clear sky
355,Mesyagutovo,RU,55.5303,58.2528,18.9,84,100,13.13,overcast clouds
356,Egvekinot,RU,66.3167,-179.1667,-27.51,90,15,4.7,few clouds
357,Comodoro Rivadavia,AR,-45.8667,-67.5,62.46,34,0,17.27,clear sky
358,Natal,BR,-5.795,-35.2094,90.25,62,20,14.97,few clouds
359,Suarez,CO,2.954,-76.6964,79.47,67,93,1.57,overcast clouds
360,Karlskoga,SE,59.3267,14.5239,39.38,73,9,11.18,clear sky
361,Maniitsoq,GL,65.4167,-52.9,11.86,93,100,7.45,light snow
362,Hun,LY,29.1268,15.9477,60.71,36,7,11.34,clear sky
363,Mizdah,LY,31.4451,12.9801,55.22,45,5,10.6,clear sky
364,Dublin,US,37.7021,-121.9358,60.53,66,0,8.05,clear sky
365,Lichinga,MZ,-13.3128,35.2406,63.36,95,99,2.73,moderate rain
366,Soe,ID,-9.8607,124.284,64.44,97,100,2.51,light rain
367,Katangli,RU,51.7102,143.2326,13.93,96,100,5.5,light snow
368,Villa Rica,US,33.7321,-84.9191,59.23,50,1,5.91,clear sky
369,Edwardsville,US,38.8114,-89.9532,40.75,73,0,12.66,clear sky
370,Asmara,ER,15.3333,38.9333,59.09,74,56,4.14,broken clouds
371,Ambilobe,MG,-13.2,49.05,75.18,94,99,5.95,moderate rain
372,Bud,US,39.447,-86.1758,35.74,79,6,12.53,clear sky
373,Davila,PH,18.4726,120.5763,75.18,83,9,17.67,clear sky
374,Coulommiers,FR,48.8145,3.085,51.69,83,100,1.01,overcast clouds
375,Lyngseidet,NO,69.5763,20.2189,28.47,77,100,10.96,overcast clouds
376,Rovaniemi,FI,66.5,25.7167,27.81,93,100,9.22,overcast clouds
377,Riyadh,SA,24.6877,46.7219,73.54,20,0,14.23,clear sky
378,Kiunga,PG,-6.1219,141.2906,73.78,100,100,1.05,moderate rain
379,Ystad,SE,55.4297,13.8204,41.74,83,100,13.98,overcast clouds
380,San Patricio,US,28.017,-97.5169,58.87,56,95,3.58,overcast clouds
381,Parabel,RU,58.6978,81.4825,-17.37,100,35,3.13,scattered clouds
382,Chernyakhovsk,RU,54.6335,21.8156,39.29,84,100,8.93,light rain
383,Wolmirstedt,DE,52.25,11.6333,46.09,81,100,8.05,overcast clouds
384,Sept-Iles,CA,50.2001,-66.3821,29.05,93,100,6.91,overcast clouds
385,Alyangula,AU,-13.8483,136.4192,76.87,100,55,0.0,broken clouds
386,Warri,NG,5.5167,5.75,100.33,22,51,3.0,broken clouds
387,Bandarbeyla,SO,9.4942,50.8122,74.35,61,20,21.45,few clouds
388,Valparaiso,CL,-33.0393,-71.6273,65.48,89,100,9.22,fog
389,Saint George,US,37.1041,-113.5841,49.35,47,0,4.61,clear sky
390,Half Moon Bay,US,37.4636,-122.4286,61.45,66,0,11.5,clear sky
391,Dicabisagan,PH,17.0818,122.4157,73.27,89,40,2.26,scattered clouds
392,Mattoon,US,39.4831,-88.3728,33.53,74,100,9.22,overcast clouds
393,Hakodate,JP,41.7758,140.7367,23.86,83,99,4.94,overcast clouds
394,Abulug,PH,18.4453,121.4533,74.8,85,13,11.36,few clouds
395,Nanortalik,GL,60.1432,-45.2371,26.35,55,71,5.95,broken clouds
396,Rundu,NA,-17.9333,19.7667,82.94,48,63,8.99,broken clouds
397,Kuito,AO,-12.3833,16.9333,66.34,94,75,4.61,broken clouds
398,Buin,CL,-33.7333,-70.75,75.06,38,59,8.99,broken clouds
399,Namatanai,PG,-3.6667,152.4333,79.39,83,91,4.16,light rain
400,Tarija,BO,-21.5355,-64.7296,69.71,64,20,0.0,few clouds
401,Shiyan,CN,32.6475,110.7781,41.16,72,74,1.72,broken clouds
402,Ruteng,ID,-8.6136,120.4721,63.32,97,100,1.59,moderate rain
403,Kalundborg,DK,55.6795,11.0886,42.94,81,98,18.66,overcast clouds
404,Payo,ID,-3.7508,103.6372,71.85,89,98,2.68,overcast clouds
405,Jiangyou,CN,31.7667,104.7167,41.27,72,82,2.84,broken clouds
406,Rio Gallegos,AR,-51.6226,-69.2181,53.65,40,75,36.82,broken clouds
407,Andenes,NO,69.3143,16.1194,33.78,93,75,32.21,broken clouds
408,Castlerea,IE,53.7667,-8.5,42.08,72,39,12.57,scattered clouds
409,Mahon,ES,39.8885,4.2658,57.76,67,75,5.75,broken clouds
410,Port Blair,IN,11.6667,92.75,80.64,78,40,4.61,mist
411,Kununurra,AU,-15.7667,128.7333,78.78,94,66,0.0,broken clouds
412,Uyuni,BO,-20.4597,-66.825,59.5,30,1,13.0,clear sky
413,Dingle,PH,10.9995,122.6711,76.37,79,100,10.04,overcast clouds
414,Nsanje,MW,-16.92,35.262,82.83,67,100,0.78,overcast clouds
415,Mananjary,MG,-21.2167,48.3333,77.2,86,68,5.41,broken clouds
416,Umm Lajj,SA,25.0213,37.2685,65.3,57,0,15.21,clear sky
417,Mackenzie,CA,55.2999,-123.1698,41.22,45,0,18.41,clear sky
418,Khorixas,NA,-20.3667,14.9667,78.35,64,90,16.98,moderate rain
419,Nanakuli,US,21.3906,-158.1547,73.35,75,75,6.91,broken clouds
420,Kodiak,US,57.79,-152.4072,17.11,73,0,3.44,clear sky
421,New Lenox,US,41.512,-87.9656,30.81,84,50,8.99,scattered clouds
422,Sukhumi,GE,43.0033,41.0153,41.76,79,50,1.05,scattered clouds
423,Kendal,GB,54.3268,-2.7476,44.19,84,40,21.5,scattered clouds
424,Leningradskiy,RU,69.3833,178.4167,-25.91,96,98,4.85,overcast clouds
425,Pontalina,BR,-17.525,-49.4472,75.2,87,96,7.27,overcast clouds
426,Dalian,CN,38.9122,121.6022,40.62,86,19,0.0,mist
427,Salisbury,GB,51.0693,-1.7957,47.82,58,40,16.11,scattered clouds
428,Hearst,CA,49.6835,-83.6665,-1.95,87,100,7.14,overcast clouds
429,Praia Da Vitoria,PT,38.7333,-27.0667,64.76,72,20,7.49,few clouds
430,Homestead,US,25.4687,-80.4776,74.01,70,0,9.22,clear sky
431,Middelfart,DK,55.5059,9.7305,43.18,79,99,15.82,overcast clouds
432,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,43,0,23.02,clear sky
433,Palencia,ES,42.4167,-4.5,60.8,43,42,9.35,scattered clouds
434,Alice Springs,AU,-23.7,133.8833,67.55,73,0,3.44,clear sky
435,Murmashi,RU,68.8154,32.8115,27.01,86,75,6.71,broken clouds
436,Abu Kamal,SY,34.4506,40.9171,54.95,53,61,4.09,broken clouds
437,Madimba,TZ,-10.4,40.3333,83.52,78,20,17.27,light rain
438,Harkany,HU,45.85,18.2367,55.26,40,0,8.05,clear sky
439,La Orilla,MX,17.9833,-102.2333,77.72,51,65,2.82,broken clouds
440,Mokhotlong,LS,-29.2894,29.0675,67.91,52,86,6.78,overcast clouds
441,Baruun-Urt,MN,46.6806,113.2792,-4.56,99,87,4.45,overcast clouds
442,Dasoguz,TM,41.8363,59.9666,46.35,71,41,11.5,scattered clouds
443,Neiafu,TO,-18.65,-173.9833,81.55,74,44,19.53,scattered clouds
444,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,86.41,52,26,13.38,scattered clouds
445,Waingapu,ID,-9.6567,120.2641,75.96,88,100,7.47,overcast clouds
446,Mwingi,KE,-0.9344,38.0601,75.58,43,15,6.71,few clouds
447,Poitiers,FR,46.5833,0.3333,54.01,44,100,6.91,overcast clouds
448,Okhotsk,RU,59.3833,143.3,5.67,89,100,5.3,overcast clouds
449,Requena,ES,39.4883,-1.1004,54.79,37,0,4.45,clear sky
450,Grand-Lahou,CI,5.1367,-5.0242,84.85,69,3,11.39,clear sky
451,Yerbogachen,RU,61.2767,108.0108,-15.34,99,94,3.18,overcast clouds
452,Nantucket,US,41.2835,-70.0995,50.61,82,0,12.66,clear sky
453,Severo-Kurilsk,RU,50.6789,156.125,25.86,71,92,8.88,overcast clouds
454,Hasaki,JP,35.7333,140.8333,34.2,84,100,29.8,overcast clouds
455,Nichinan,JP,31.6,131.3667,43.75,79,35,4.83,scattered clouds
456,General Roca,AR,-39.0333,-67.5833,73.8,22,100,17.72,overcast clouds
457,Taiobeiras,BR,-15.8078,-42.2331,83.64,52,43,3.6,scattered clouds
458,Jish,IL,33.0222,35.4469,46.6,100,75,3.44,broken clouds
459,Hobyo,SO,5.3505,48.5268,76.84,66,91,20.51,overcast clouds
460,Khudumelapye,BW,-23.8833,24.75,90.09,25,63,5.5,broken clouds
461,Quatre Cocos,MU,-20.2078,57.7625,80.1,79,17,8.08,light rain
462,Parrita,CR,9.5201,-84.3225,88.99,53,7,6.08,clear sky
463,Luderitz,NA,-26.6481,15.1594,79.14,46,3,26.53,clear sky
464,Cabo San Lucas,MX,22.8909,-109.9124,67.14,50,0,4.63,clear sky
465,Taquari,BR,-29.7997,-51.8644,89.33,32,0,2.08,clear sky
466,Mercedes,AR,-34.6515,-59.4307,87.85,24,0,11.27,clear sky
467,Sal Rei,CV,16.1833,-22.9167,82.6,39,100,18.41,overcast clouds
468,Rawson,AR,-43.3002,-65.1023,68.68,30,94,16.2,overcast clouds
469,Del Rio,US,29.3627,-100.8968,57.24,59,0,6.91,clear sky
470,Nouadhibou,MR,20.931,-17.0347,84.18,28,70,10.36,dust
471,Laguna,US,38.421,-121.4238,61.25,90,0,0.0,mist
472,Macusani,PE,-14.0833,-70.4333,44.55,78,98,8.19,overcast clouds
473,Adeje,ES,28.1227,-16.726,77.32,25,0,5.01,clear sky
474,Broken Hill,AU,-31.95,141.4333,67.71,34,0,11.5,clear sky
475,Sao Sepe,BR,-30.1606,-53.5653,84.15,27,0,4.61,clear sky
476,Padang,ID,-0.9492,100.3543,77.76,80,100,4.03,overcast clouds
477,Tauramena,CO,5.0183,-72.7492,84.92,52,100,5.23,overcast clouds
478,Ormara,PK,25.2088,64.6357,71.31,60,0,9.44,clear sky
479,Havre-Saint-Pierre,CA,50.2334,-63.5986,30.79,93,100,8.05,overcast clouds
480,Hrinova,SK,48.5779,19.5257,48.92,90,37,1.88,scattered clouds
481,Dhadar,IN,28.3305,75.0632,63.81,31,0,3.98,clear sky
482,Pitiquito,MX,30.7,-112.0833,65.21,18,1,4.5,clear sky
483,Whitehorse,CA,60.7161,-135.0538,29.17,31,0,11.5,clear sky
484,Alofi,NU,-19.0595,-169.9187,75.09,100,75,3.44,broken clouds
485,Lebanon,US,36.2081,-86.2911,53.2,48,0,4.61,clear sky
486,Terrace,CA,54.5163,-128.6035,42.42,87,40,11.5,scattered clouds
487,Yangliuqing,CN,39.1375,116.9997,40.95,50,76,7.23,broken clouds
488,Izhma,RU,65.0083,53.9113,27.34,88,100,13.73,overcast clouds
489,Beidao,CN,34.5686,105.8933,31.21,86,100,0.89,overcast clouds
490,Bayanday,RU,53.0661,105.5139,-24.29,100,99,1.61,overcast clouds
491,Quang Ngai,VN,15.1167,108.8,72.14,93,38,2.53,scattered clouds
492,Stornoway,GB,58.2093,-6.3865,40.96,66,40,16.11,scattered clouds
493,Laurel,US,39.0993,-76.8483,56.28,48,0,11.01,clear sky
494,Brigantine,US,39.4101,-74.3646,55.04,59,0,10.36,clear sky
495,Yanam,IN,16.7333,82.2167,69.22,80,16,2.42,few clouds
496,Oyem,GA,1.5995,11.5793,88.93,30,50,0.98,scattered clouds
497,Granadilla De Abona,ES,28.1188,-16.576,73.2,25,0,3.44,clear sky
498,Nizhniy Odes,RU,63.6445,54.856,24.26,94,100,13.15,light snow
499,Hay River,CA,60.8156,-115.7999,-11.22,77,40,9.22,light snow
500,Okakarara,NA,-20.5833,17.4333,83.64,37,76,4.61,broken clouds
501,Mmabatho,ZA,-25.85,25.6333,78.01,44,72,4.92,broken clouds
502,Samarai,PG,-10.6167,150.6667,81.66,66,97,15.08,overcast clouds
503,Mandal,IN,25.45,74.5667,59.92,39,0,4.59,clear sky
504,Caravelas,BR,-17.7125,-39.2481,86.9,55,30,11.14,scattered clouds
505,Grenfell,AU,-33.9,148.1667,67.39,53,3,4.38,clear sky
506,Yatou,CN,37.15,122.3833,36.03,62,100,3.96,overcast clouds
507,Tambura,SS,5.6,27.4667,93.0,17,90,5.14,overcast clouds
508,Myskhako,RU,44.6714,37.7433,42.58,71,13,6.35,few clouds
509,Olinda,BR,-8.0089,-34.8553,87.53,58,40,11.5,scattered clouds
510,Detchino,RU,54.8092,36.3075,34.25,87,100,9.55,overcast clouds
511,Lakes Entrance,AU,-37.8811,147.981,62.17,79,100,7.94,overcast clouds
512,Lebork,PL,54.5392,17.7501,42.93,84,100,8.34,overcast clouds
513,Griffith,US,41.5284,-87.4237,31.03,69,100,8.05,overcast clouds
514,Kloulklubed,PW,7.0419,134.2556,81.64,79,99,12.73,overcast clouds
515,Alekseyevka,RU,50.6309,38.6903,34.27,96,100,12.44,overcast clouds
516,Ocampo,MX,21.65,-101.5,56.14,32,31,11.68,scattered clouds
517,Antofagasta,CL,-23.65,-70.4,72.68,52,1,7.38,clear sky
518,Choya,RU,52.0108,86.5467,-3.89,100,84,2.39,broken clouds
519,Talara,PE,-4.5772,-81.2719,79.56,65,75,14.97,broken clouds
520,Boralday,KZ,43.3578,76.8594,22.86,86,75,2.24,mist
521,Sterling,US,39.0062,-77.4286,55.8,48,20,13.8,few clouds
522,Navoi,UZ,40.0844,65.3792,45.88,61,2,6.91,clear sky
523,Honiara,SB,-9.4333,159.95,77.77,87,97,5.88,overcast clouds
524,Skeldon,GY,5.8833,-57.1333,84.63,62,51,7.7,broken clouds
525,Zheleznodorozhnyy,RU,55.7503,38.0042,34.21,90,85,8.57,overcast clouds
526,Chulym,RU,55.0997,80.9572,-8.93,99,6,6.93,clear sky
527,Menongue,AO,-14.6585,17.691,73.18,69,100,0.56,overcast clouds
528,Usinsk,RU,65.9939,57.5281,22.19,84,100,24.83,overcast clouds
529,Kandi,BJ,11.1342,2.9386,97.0,6,3,8.21,clear sky
530,Odweyne,SO,9.4092,45.064,68.49,40,42,12.44,scattered clouds
531,Petapa,GT,14.5028,-90.5517,65.61,67,0,11.5,clear sky
532,Fernandina Beach,US,30.6697,-81.4626,63.95,50,0,8.05,clear sky
533,Vyazniki,RU,56.25,42.1667,28.0,97,100,7.74,snow
534,Numan,NG,9.4667,12.0333,96.75,5,73,6.24,broken clouds
535,Sorland,NO,67.667,12.6934,33.66,63,100,29.46,overcast clouds
536,Monopoli,IT,40.9559,17.2896,62.37,65,0,3.65,clear sky
537,Nizhniy Tsasuchey,RU,50.5167,115.1333,-8.0,96,86,5.55,overcast clouds
538,Prince Rupert,CA,54.3161,-130.3201,42.49,81,100,13.8,overcast clouds
539,Clonakilty,IE,51.6231,-8.8706,49.08,64,13,16.13,few clouds
540,Mao,ES,39.8885,4.2658,57.76,67,75,5.75,broken clouds
541,Asau,RO,46.4333,26.4,47.32,89,15,5.86,few clouds
542,Helong,CN,42.5397,128.9972,17.46,88,13,4.65,few clouds
543,Teutonia,BR,-29.4481,-51.8064,90.37,60,0,3.0,clear sky
544,Kharp,RU,66.8014,65.8081,12.04,96,100,10.31,light snow
545,Baykit,RU,61.67,96.37,-15.97,98,15,3.24,few clouds
546,Viedma,AR,-40.8135,-62.9967,67.15,52,86,23.09,overcast clouds
547,Gambela,ET,8.25,34.5833,90.12,22,90,2.26,overcast clouds
548,Pimentel,PE,-6.8367,-79.9342,77.29,69,0,3.44,clear sky
549,Kurtalan,TR,37.9272,41.7028,43.02,91,100,2.59,light rain
550,Kamaishi,JP,39.2667,141.8833,32.99,85,100,8.01,overcast clouds
551,Cockburn Town,TC,21.4612,-71.1419,77.81,72,11,16.75,few clouds
552,Abaete,BR,-19.16,-45.4458,72.91,87,100,1.68,overcast clouds
553,Maposeni,TZ,-10.5833,35.4,76.15,92,98,1.48,moderate rain
554,Umarga,IN,17.8333,76.6167,79.02,31,55,11.83,broken clouds
555,Roald,NO,62.5833,6.1333,35.91,86,75,14.97,broken clouds
556,Pasni,PK,25.2631,63.471,71.28,51,0,7.72,clear sky
557,Kalavad,IN,22.2167,70.3833,73.96,28,4,10.27,clear sky
558,Chiredzi,ZW,-21.05,31.6667,91.44,29,37,7.27,scattered clouds
559,Flin Flon,CA,54.7682,-101.865,8.44,78,100,5.75,light snow
560,Puerto Penasco,MX,31.3167,-113.5333,58.91,51,0,14.97,clear sky
561,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,83.88,66,100,1.72,overcast clouds
562,Pandan,PH,14.0453,124.1694,77.32,82,100,15.52,overcast clouds
563,Grand Forks,US,47.9417,-97.4337,22.93,93,100,20.71,snow
564,Talcahuano,CL,-36.7167,-73.1167,67.68,56,0,8.05,clear sky
565,Ilebo,CD,-4.3167,20.5833,77.11,79,99,4.29,light rain
566,Port Augusta,AU,-32.5,137.7667,66.34,59,0,12.88,clear sky
567,Mazara Del Vallo,IT,37.6641,12.588,62.55,58,0,3.85,clear sky
568,Kapuskasing,CA,49.4169,-82.4331,3.29,78,100,12.66,overcast clouds
569,Aguimes,ES,27.9054,-15.4461,74.66,39,0,15.01,clear sky
570,Oksfjord,NO,70.2396,22.3479,26.78,69,99,8.48,overcast clouds
571,Zhangye,CN,38.9342,100.4517,24.26,42,92,1.68,overcast clouds
572,Barcelos,PT,41.5388,-8.6151,64.85,62,100,3.62,overcast clouds
573,Poum,NC,-20.2333,164.0167,80.82,86,100,28.52,overcast clouds
574,Cacule,BR,-14.5033,-42.2222,88.86,43,2,4.68,clear sky
575,Boa Vista,BR,2.8197,-60.6733,89.58,48,40,13.8,scattered clouds
576,Puerto Leguizamo,CO,-0.1934,-74.7819,85.66,56,98,3.15,overcast clouds
577,Lincoln,US,40.8,-96.667,33.15,84,32,3.0,scattered clouds
578,Grand Gaube,MU,-20.0064,57.6608,80.38,71,34,1.99,scattered clouds
579,Nelson Bay,AU,-32.7167,152.15,74.1,82,76,1.01,light rain
580,Lasa,IT,46.6166,10.7002,49.08,84,25,2.82,scattered clouds
581,Esfarayen,IR,37.0765,57.5101,46.06,38,80,4.5,broken clouds
582,Ambon,ID,-3.6954,128.1814,78.94,94,40,5.75,scattered clouds
583,Tias,ES,28.9611,-13.645,71.35,60,0,4.61,clear sky
584,Lima,PE,-12.0432,-77.0282,77.9,73,75,6.91,broken clouds
585,Lavrentiya,RU,65.5833,-171.0,-29.83,95,48,4.36,scattered clouds
586,Souillac,MU,-20.5167,57.5167,80.37,83,40,5.75,light rain
587,Tabas,IR,33.5959,56.9244,58.41,24,2,1.45,clear sky
588,Meadow Lake,US,34.8014,-106.5436,47.5,53,34,2.04,scattered clouds
589,Wageningen,NL,51.9667,5.6667,47.1,74,100,10.36,overcast clouds
590,Moerai,PF,-22.4333,-151.3333,79.56,79,99,8.57,overcast clouds
591,Am Timan,TD,11.0297,20.2827,91.65,9,1,4.63,clear sky
592,Paciran,ID,-6.8767,112.3761,75.6,94,100,8.08,moderate rain
593,Carmen,MX,18.6333,-91.8333,69.71,77,71,8.59,broken clouds
594,Ekhabi,RU,53.5102,142.9671,19.35,96,100,5.21,light snow
595,Russell,US,32.3502,-85.1999,60.39,54,5,3.56,clear sky
596,Hastings,GB,50.8552,0.5729,46.2,55,100,12.44,overcast clouds
597,Tessalit,ML,20.1986,1.0114,82.29,5,0,8.7,clear sky
598,Boyuibe,BO,-20.4167,-63.2833,84.11,27,5,12.08,clear sky
599,Alta Gracia,AR,-31.6529,-64.4283,91.54,27,1,11.7,clear sky
600,Blagoevgrad,BG,42.0167,23.1,44.26,75,13,3.22,few clouds
601,Visby,SE,57.6409,18.296,37.76,81,0,14.97,clear sky
602,Bulgan,MN,48.8125,103.5347,-6.45,100,98,0.85,overcast clouds
603,Elizabeth City,US,36.2946,-76.2511,60.04,56,0,3.0,clear sky
604,Barra Do Bugres,BR,-15.0725,-57.1811,82.54,74,71,4.05,broken clouds
605,Coos Bay,US,43.3665,-124.2179,48.92,99,100,3.44,mist
606,Atar,MR,20.5169,-13.0499,89.65,3,58,13.8,broken clouds
607,Mumford,GH,5.2618,-0.759,82.63,74,4,14.43,clear sky
608,Port Hawkesbury,CA,45.6169,-61.3485,36.99,87,100,8.05,overcast clouds
609,Koulikoro,ML,14.0,-7.75,93.18,6,0,13.94,clear sky
610,Kalianget,ID,-7.05,113.9333,76.77,92,100,10.51,overcast clouds
611,Yagodnoye,RU,62.55,149.6667,-26.9,91,100,3.42,overcast clouds
612,Calvinia,ZA,-31.4707,19.776,80.69,32,0,16.51,clear sky
613,Zaraza,VE,9.3503,-65.3245,92.16,38,78,4.32,broken clouds
614,Faya,SA,18.3851,42.4509,63.12,65,7,6.06,clear sky
615,Tukrah,LY,32.5341,20.5791,55.83,66,2,11.68,clear sky
616,Beyneu,KZ,45.3167,55.2,35.4,80,94,13.47,overcast clouds
617,Whitefish,US,48.4111,-114.3376,44.2,82,100,11.5,overcast clouds
618,Saint-Louis,SN,16.3333,-15.0,96.44,5,65,17.81,broken clouds
619,Sao Felix Do Xingu,BR,-6.6447,-51.995,81.79,74,100,2.86,overcast clouds
620,Flinders,AU,-34.5833,150.8552,70.21,88,98,5.99,overcast clouds
621,Amazar,RU,53.858,120.875,-6.18,96,100,3.65,overcast clouds
622,Khatima,IN,28.9167,79.9667,53.11,77,0,3.33,clear sky
623,Buraydah,SA,26.326,43.975,79.25,31,31,10.04,scattered clouds
624,Puerto Cabezas,NI,14.0351,-83.3888,80.56,89,40,11.5,scattered clouds
625,Mugur-Aksy,RU,50.35,90.5,-19.61,97,96,5.37,overcast clouds
626,Aksu,CN,41.1231,80.2644,28.81,46,91,3.85,overcast clouds
627,Noumea,NC,-22.2763,166.4572,81.0,99,100,32.35,moderate rain
628,Porto Novo,BJ,6.4965,2.6036,86.83,61,0,13.0,clear sky
629,Karia,NG,11.7306,11.1629,87.8,6,5,14.0,clear sky
630,Launceston,AU,-41.45,147.1667,56.84,62,33,8.05,scattered clouds
631,Rock Sound,BS,24.9,-76.2,75.02,80,22,13.67,few clouds
632,Kirkuk,IQ,35.4681,44.3922,54.64,56,61,14.72,broken clouds
633,Altamont,US,42.2068,-121.7372,36.79,94,7,2.84,clear sky
634,Togul,RU,53.465,85.9128,-14.58,95,8,3.53,clear sky
635,Iskateley,RU,67.6803,53.1512,23.07,90,100,22.41,overcast clouds
636,Vila Franca Do Campo,PT,37.7167,-25.4333,63.01,65,75,7.67,broken clouds
637,Helena,US,46.5927,-112.0361,48.61,54,20,14.97,few clouds
638,Mudbidri,IN,13.0833,74.9833,78.42,73,7,5.75,clear sky
639,Verkhnyaya Inta,RU,65.9811,60.3094,13.53,76,100,12.77,overcast clouds
640,Igarka,RU,67.4667,86.5833,-17.0,96,14,9.73,few clouds
641,Sangar,RU,63.9242,127.4739,-38.65,100,66,2.62,broken clouds
642,Tevriz,RU,57.509,72.4042,-8.59,100,8,4.0,clear sky
643,Anloga,GH,5.7947,0.8973,89.82,74,4,15.7,clear sky
644,Mega,ET,4.05,38.3,75.11,21,59,8.93,broken clouds
645,Kupang,ID,-10.1667,123.5833,75.9,95,100,4.05,moderate rain
646,Muravlenko,RU,63.7898,74.523,-3.48,87,18,13.49,few clouds
647,Broome,US,42.2506,-75.833,41.77,70,100,14.97,overcast clouds
648,Santa Lucia,ES,27.9117,-15.5407,69.76,38,0,12.66,clear sky
649,Iwaki,JP,37.05,140.8833,35.76,89,100,15.68,light rain
650,Canton,CN,23.1167,113.25,51.75,78,100,2.73,overcast clouds
651,Aitape,PG,-3.1374,142.3475,78.3,88,100,2.71,overcast clouds
652,Ulladulla,AU,-35.35,150.4667,67.77,92,100,11.01,light rain
653,Abu Samrah,SY,35.3029,37.1841,45.37,82,100,10.29,overcast clouds
654,Kpalime,TG,6.9,0.6333,98.67,19,2,2.15,clear sky
655,Khromtau,KZ,50.2503,58.4347,12.92,94,100,14.97,overcast clouds
656,Hornepayne,CA,49.2138,-84.7705,2.37,87,100,6.02,overcast clouds
657,Pergamino,AR,-33.89,-60.5736,90.25,19,0,11.18,clear sky
658,Miles City,US,46.4083,-105.8406,52.52,55,100,19.8,overcast clouds
659,Rio Grande,BR,-32.035,-52.0986,80.94,58,6,12.53,clear sky
660,Sabla,NG,12.7525,4.7077,94.73,6,60,13.44,broken clouds
661,Ojinaga,MX,29.5667,-104.4167,45.55,31,0,0.0,clear sky
662,Rocky Mountain House,CA,52.3668,-114.9188,42.91,56,19,5.75,few clouds
663,Vostok,RU,46.4856,135.8833,2.1,99,83,3.8,broken clouds
664,San Carlos De Bariloche,AR,-41.1456,-71.3082,61.25,14,0,9.22,clear sky
665,Ankazoabo,MG,-22.2833,44.5167,81.9,60,100,7.47,overcast clouds
666,Dongning,CN,44.0622,131.1207,7.61,99,92,2.28,overcast clouds
667,Naze,JP,28.3667,129.4833,56.14,65,79,11.95,broken clouds
668,El Paso,US,31.8001,-106.2005,49.01,39,0,8.05,clear sky
669,Hervey Bay,AU,-25.2986,152.8535,68.11,70,0,12.88,clear sky
670,Shenavan,AM,40.0549,43.9288,36.91,98,100,1.74,overcast clouds
671,Olafsvik,IS,64.8945,-23.7142,35.08,57,97,28.66,light snow
672,Temir,KZ,49.1414,57.13,20.05,94,100,16.73,light snow
673,High Level,CA,58.5169,-117.136,1.51,85,100,10.36,light snow
674,Matara,LK,5.9485,80.5353,75.79,88,100,2.19,light rain
675,Arrifes,PT,37.7667,-25.7,61.05,67,75,14.97,broken clouds
676,Mascote,BR,-15.5631,-39.3025,87.31,53,55,5.95,broken clouds
677,Afzalgarh,IN,29.4,78.6833,53.46,72,0,6.76,clear sky
678,Thung Song,TH,8.1645,99.6804,74.39,92,99,3.06,overcast clouds
679,Moree,AU,-29.4667,149.85,71.62,46,1,6.91,clear sky
680,Proddatur,IN,14.7333,78.55,74.23,53,4,8.52,clear sky
681,Berlevag,NO,70.8578,29.0864,24.6,80,75,11.5,broken clouds
682,Karlstad,SE,59.3793,13.5036,39.76,65,0,9.22,clear sky
683,Kemin,KG,42.7846,75.6892,21.79,67,100,5.53,overcast clouds
684,Kaili,ID,-3.4626,120.2147,67.66,95,100,2.55,moderate rain
685,Truro,GB,50.2653,-5.0544,48.96,61,20,16.11,few clouds
686,Berbera,SO,10.4396,45.0143,76.6,62,85,9.75,overcast clouds
687,Chavakkad,IN,10.5333,76.05,81.77,79,1,6.53,clear sky
688,Khani,GE,41.9563,42.9566,33.37,99,100,2.59,light snow
689,Benguela,AO,-12.5763,13.4055,79.43,57,98,11.74,overcast clouds
690,Atagay,RU,55.1033,99.3875,-21.15,100,13,3.13,few clouds
691,Ponerihouen,NC,-21.0833,165.4,80.13,89,100,10.94,light rain
692,Esso,RU,55.9333,158.7,-1.95,92,61,4.79,broken clouds
693,Santa Fe,AR,-31.6333,-60.7,92.75,30,28,8.99,scattered clouds
694,Bambanglipuro,ID,-7.95,110.2833,78.67,83,100,6.06,overcast clouds
695,Ornskoldsvik,SE,63.2909,18.7153,32.95,86,15,20.71,few clouds
