City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
253,Peniche,PT,2022-02-02 22:10:15,39.3558,-9.3811,56.68,79,93,3.06
254,Ilulissat,GL,2022-02-02 22:10:16,69.2167,-51.1,-0.38,60,20,25.32
255,Maua,BR,2022-02-02 22:10:16,-23.6678,-46.4614,71.37,95,100,3.85
256,Hlotse,LS,2022-02-02 22:10:16,-28.8718,28.045,68.04,49,27,0.45
257,Coihaique,CL,2022-02-02 22:10:17,-45.5752,-72.0662,67.95,52,40,6.91
258,Rawson,AR,2022-02-02 22:10:17,-43.3002,-65.1023,75.29,38,100,10.8
259,Nikolskoye,RU,2022-02-02 22:10:17,59.7035,30.7861,22.89,98,99,1.1
260,Provideniya,RU,2022-02-02 22:10:17,64.3833,-173.3,10.51,72,75,38.03
261,Karoi,ZW,2022-02-02 22:10:18,-16.8099,29.6925,64.13,97,5,4.16
262,Alekseyevskoye,RU,2022-02-02 22:10:18,55.3071,50.1135,23.68,98,100,9.01
263,San Ramon,US,2022-02-02 22:10:18,37.7799,-121.978,63.1,26,0,1.99
264,Inirida,CO,2022-02-02 22:10:19,3.8653,-67.9239,86.58,57,91,2.26
265,Hirna,ET,2022-02-02 22:10:19,9.2167,41.1,59.05,68,48,3.65
266,Quatre Cocos,MU,2022-02-02 22:09:49,-20.2078,57.7625,79.09,89,100,32.64
267,Pervomayskoye,RU,2022-02-02 22:10:19,43.919,46.7102,40.57,89,84,13.4
268,Sangar,RU,2022-02-02 22:10:20,63.9242,127.4739,-31.32,100,72,2.44
269,Ginda,IN,2022-02-02 22:10:20,30.6945,78.4932,41.05,80,100,5.5
270,Ust-Kuyga,RU,2022-02-02 22:08:45,70.0167,135.6,-21.19,96,88,8.3
271,North Bend,US,2022-02-02 22:10:20,43.4065,-124.2243,52.92,96,100,3.44
272,Iranshahr,IR,2022-02-02 22:11:20,27.2025,60.6848,55.13,38,0,7.65
273,Atikokan,CA,2022-02-02 22:11:21,48.7555,-91.6216,-4.99,86,100,9.1
274,Clyde River,CA,2022-02-02 22:07:20,70.4692,-68.5914,-16.37,76,100,8.05
275,Bay Roberts,CA,2022-02-02 22:09:33,47.5999,-53.2648,26.24,80,7,4.0
276,Soe,ID,2022-02-02 22:11:21,-9.8607,124.284,66.67,84,100,3.78
277,Kamaishi,JP,2022-02-02 22:11:21,39.2667,141.8833,30.67,62,10,7.76
278,Xiangxiang,CN,2022-02-02 22:08:21,27.7333,112.5333,36.0,90,100,2.04
279,Kijang,KR,2022-02-02 22:11:22,35.2442,129.2139,33.17,47,100,6.02
280,Bantacan,PH,2022-02-02 22:11:22,7.604,126.1298,72.81,92,100,2.33
281,Sao Joao Da Barra,BR,2022-02-02 22:11:22,-21.6403,-41.0511,75.25,89,100,7.36
282,Bom Jesus,BR,2022-02-02 22:10:55,-9.0744,-44.3586,78.04,73,32,1.36
283,Ankang,CN,2022-02-02 22:11:23,32.68,109.0172,34.56,71,100,2.01
284,Sola,VU,2022-02-02 22:11:23,-13.8833,167.55,80.91,79,98,6.2
285,Leningradskiy,RU,2022-02-02 22:11:23,69.3833,178.4167,-14.39,95,30,9.86
286,Belmonte,BR,2022-02-02 22:09:32,-15.8631,-38.8828,81.1,80,100,7.34
287,Sitka,US,2022-02-02 22:09:12,57.0531,-135.33,39.09,87,100,5.75
288,Kailua,US,2022-02-02 22:11:23,21.4022,-157.7394,80.58,68,8,4.0
289,Villazon,BO,2022-02-02 22:11:24,-22.0866,-65.5942,57.07,58,79,15.32
290,Constitucion,CL,2022-02-02 22:11:24,-35.3333,-72.4167,64.42,73,31,8.59
291,Shelburne,CA,2022-02-02 22:09:08,44.0787,-80.2041,32.18,94,100,10.27
292,Kieta,PG,2022-02-02 22:08:37,-6.2167,155.6333,82.11,77,100,8.12
293,Bonthe,SL,2022-02-02 22:11:24,7.5264,-12.505,78.51,86,20,9.01
